REPORTING_PERIOD,MEASURE_TYPE,MEASURE,CODE,CODE_DESCRIPTION,MEASURE_VALUE
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,191,Pain Management,7
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,219,Paediatric Plastic Surgery,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,241,Paediatric Pain Management,11
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,252,Paediatric Endocrinology,3
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,262,Paediatric Rheumatology,58
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,290,Community Paediatrics,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,301,Gastroenterology,17
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,303,Clinical Haematology,32
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,320,Cardiology,183
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,321,Paediatric Cardiology,4
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,326,Acute Internal Medicine Service,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,328,Stroke Medicine,3
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,330,Dermatology,99
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,340,Respiratory Medicine (Thoracic Medicine),14
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,347,Sleep Medicine Service,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,400,Neurology,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,410,Rheumatology,32
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,420,Paediatrics,30
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,430,Geriatric Medicine,14
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,460,Medical Ophthalmology,4866
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,501,Obstetrics,134
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,502,Gynaecology,148
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,650,Physiotherapy,125
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,651,Occupational Therapy,195
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,652,Speech and Language Therapy,308
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,654,Dietetics,12
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,658,Orthotics,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,662,Optometry,4
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,675,Cardiac Physiology Service,26
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,710,Adult Mental Illness,1
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,800,Clinical Oncology (previously Radiotherapy),6
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,840,Audiology,17
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,&,Not Known,9
2324,Activity by Treatment Function,Attended but first/subsequent/tele unknown,All,All,7795
2324,Activity by Treatment Function,Attended first appointment,100,General Surgery,664147
2324,Activity by Treatment Function,Attended first appointment,101,Urology,784172
2324,Activity by Treatment Function,Attended first appointment,102,Transplantation Surgery,10193
2324,Activity by Treatment Function,Attended first appointment,103,Breast Surgery,737279
2324,Activity by Treatment Function,Attended first appointment,104,Colorectal Surgery,292594
2324,Activity by Treatment Function,Attended first appointment,105,Hepatobiliary & Pancreatic Surgery,21513
2324,Activity by Treatment Function,Attended first appointment,106,Upper Gastrointestinal Surgery,76176
2324,Activity by Treatment Function,Attended first appointment,107,Vascular Surgery,247175
2324,Activity by Treatment Function,Attended first appointment,108,Spinal Surgery Service,107323
2324,Activity by Treatment Function,Attended first appointment,109,Bariatric Surgery Service,6768
2324,Activity by Treatment Function,Attended first appointment,110,Trauma & Orthopaedics,1953142
2324,Activity by Treatment Function,Attended first appointment,111,Orthopaedic Service,21033
2324,Activity by Treatment Function,Attended first appointment,113,Endocrine Surgery Service,2829
2324,Activity by Treatment Function,Attended first appointment,115,Trauma Surgery Service,12364
2324,Activity by Treatment Function,Attended first appointment,120,"Ear, Nose & Throat (ENT)",1134819
2324,Activity by Treatment Function,Attended first appointment,130,Ophthalmology,2184745
2324,Activity by Treatment Function,Attended first appointment,140,Oral Surgery,328087
2324,Activity by Treatment Function,Attended first appointment,141,Restorative Dentistry,52724
2324,Activity by Treatment Function,Attended first appointment,142,Paediatric Dentistry,32187
2324,Activity by Treatment Function,Attended first appointment,143,Orthodontics,53734
2324,Activity by Treatment Function,Attended first appointment,144,Maxillo Facial Surgery,178614
2324,Activity by Treatment Function,Attended first appointment,145,Oral and Maxillofacial Surgery Service,48720
2324,Activity by Treatment Function,Attended first appointment,150,Neurosurgery,94641
2324,Activity by Treatment Function,Attended first appointment,160,Plastic Surgery,310121
2324,Activity by Treatment Function,Attended first appointment,161,Burns Care,14340
2324,Activity by Treatment Function,Attended first appointment,170,Cardiothoracic Surgery,11912
2324,Activity by Treatment Function,Attended first appointment,171,Paediatric Surgery,67161
2324,Activity by Treatment Function,Attended first appointment,172,Cardiac Surgery,23266
2324,Activity by Treatment Function,Attended first appointment,173,Thoracic Surgery,19876
2324,Activity by Treatment Function,Attended first appointment,174,Cardiothoracic Transplantation,1093
2324,Activity by Treatment Function,Attended first appointment,180,Accident & Emergency (A&E),129680
2324,Activity by Treatment Function,Attended first appointment,190,Anaesthetics,281605
2324,Activity by Treatment Function,Attended first appointment,191,Pain Management,143236
2324,Activity by Treatment Function,Attended first appointment,192,Critical Care Medicine,3276
2324,Activity by Treatment Function,Attended first appointment,211,Paediatric Urology,25754
2324,Activity by Treatment Function,Attended first appointment,212,Paediatric Transplantation Surgery,9
2324,Activity by Treatment Function,Attended first appointment,213,Paediatric Gastrointestinal Surgery,114
2324,Activity by Treatment Function,Attended first appointment,214,Paediatric Trauma and Orthopaedics,120240
2324,Activity by Treatment Function,Attended first appointment,215,Paediatric Ear Nose and Throat,86716
2324,Activity by Treatment Function,Attended first appointment,216,Paediatric Ophthalmology,105688
2324,Activity by Treatment Function,Attended first appointment,217,Paediatric Maxillo-facial Surgery,8788
2324,Activity by Treatment Function,Attended first appointment,218,Paediatric Neurosurgery,6292
2324,Activity by Treatment Function,Attended first appointment,219,Paediatric Plastic Surgery,32309
2324,Activity by Treatment Function,Attended first appointment,220,Paediatric Burns Care,7774
2324,Activity by Treatment Function,Attended first appointment,221,Paediatric Cardiac Surgery,809
2324,Activity by Treatment Function,Attended first appointment,222,Paediatric Thoracic Surgery,131
2324,Activity by Treatment Function,Attended first appointment,223,Paediatric Epilepsy,9068
2324,Activity by Treatment Function,Attended first appointment,240,Paediatric Palliative Medicine Service,151
2324,Activity by Treatment Function,Attended first appointment,241,Paediatric Pain Management,725
2324,Activity by Treatment Function,Attended first appointment,242,Paediatric Intensive Care,281
2324,Activity by Treatment Function,Attended first appointment,250,Paediatric Hepatology Service,1
2324,Activity by Treatment Function,Attended first appointment,251,Paediatric Gastroenterology,24068
2324,Activity by Treatment Function,Attended first appointment,252,Paediatric Endocrinology,18274
2324,Activity by Treatment Function,Attended first appointment,253,Paediatric Clinical Haematology,11679
2324,Activity by Treatment Function,Attended first appointment,254,Paediatric Audiological Medicine,37040
2324,Activity by Treatment Function,Attended first appointment,255,Paediatric Clinical Immunology and Allergy,33932
2324,Activity by Treatment Function,Attended first appointment,256,Paediatric Infectious Diseases,3881
2324,Activity by Treatment Function,Attended first appointment,257,Paediatric Dermatology,52771
2324,Activity by Treatment Function,Attended first appointment,258,Paediatric Respiratory Medicine,41540
2324,Activity by Treatment Function,Attended first appointment,259,Paediatric Nephrology,7522
2324,Activity by Treatment Function,Attended first appointment,260,Paediatric Medical Oncology,3872
2324,Activity by Treatment Function,Attended first appointment,261,Paediatric Metabolic Disease,2341
2324,Activity by Treatment Function,Attended first appointment,262,Paediatric Rheumatology,9752
2324,Activity by Treatment Function,Attended first appointment,263,Paediatric Diabetic Medicine,4393
2324,Activity by Treatment Function,Attended first appointment,264,Paediatric Cystic Fibrosis,324
2324,Activity by Treatment Function,Attended first appointment,280,Paediatric Interventional Radiology,168
2324,Activity by Treatment Function,Attended first appointment,290,Community Paediatrics,89624
2324,Activity by Treatment Function,Attended first appointment,291,Paediatric Neuro-disability,19415
2324,Activity by Treatment Function,Attended first appointment,300,General Medicine,428530
2324,Activity by Treatment Function,Attended first appointment,301,Gastroenterology,445839
2324,Activity by Treatment Function,Attended first appointment,302,Endocrinology,161872
2324,Activity by Treatment Function,Attended first appointment,303,Clinical Haematology,176781
2324,Activity by Treatment Function,Attended first appointment,304,Clinical Physiology,401583
2324,Activity by Treatment Function,Attended first appointment,305,Clinical Pharmacology,2395
2324,Activity by Treatment Function,Attended first appointment,306,Hepatology,94770
2324,Activity by Treatment Function,Attended first appointment,307,Diabetic Medicine,157665
2324,Activity by Treatment Function,Attended first appointment,308,Bone & Marrow Transplantation,1965
2324,Activity by Treatment Function,Attended first appointment,309,Haemophilia,5513
2324,Activity by Treatment Function,Attended first appointment,310,Audiological Medicine,122811
2324,Activity by Treatment Function,Attended first appointment,311,Clinical Genetics,52842
2324,Activity by Treatment Function,Attended first appointment,313,Clinical Immunology & Allergy,10839
2324,Activity by Treatment Function,Attended first appointment,314,Rehabilitation,48754
2324,Activity by Treatment Function,Attended first appointment,315,Palliative Medicine,20103
2324,Activity by Treatment Function,Attended first appointment,316,Clinical Immunology,4170
2324,Activity by Treatment Function,Attended first appointment,317,Allergy,33595
2324,Activity by Treatment Function,Attended first appointment,318,Intermediate Care,97690
2324,Activity by Treatment Function,Attended first appointment,320,Cardiology,1574466
2324,Activity by Treatment Function,Attended first appointment,321,Paediatric Cardiology,58792
2324,Activity by Treatment Function,Attended first appointment,322,Clinical Microbiology,14649
2324,Activity by Treatment Function,Attended first appointment,323,Spinal Injuries,1946
2324,Activity by Treatment Function,Attended first appointment,324,Anticoagulant Service,38127
2324,Activity by Treatment Function,Attended first appointment,325,Sport & Exercise Medicine,5178
