REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2324,All Attendances by Age and Gender,19 Female,305,Clinical Pharmacology,28
2324,All Attendances by Age and Gender,19 Female,310,Audiological Medicine,846
2324,All Attendances by Age and Gender,19 Female,311,Clinical Genetics,463
2324,All Attendances by Age and Gender,19 Female,313,Clinical Immunology & Allergy,978
2324,All Attendances by Age and Gender,19 Female,314,Rehabilitation,706
2324,All Attendances by Age and Gender,19 Female,315,Palliative Medicine,60
2324,All Attendances by Age and Gender,19 Female,317,Allergy,110
2324,All Attendances by Age and Gender,19 Female,320,Cardiology,6551
2324,All Attendances by Age and Gender,19 Female,321,Paediatric Cardiology,291
2324,All Attendances by Age and Gender,19 Female,325,Sports & Exercise Medicine,57
2324,All Attendances by Age and Gender,19 Female,326,Acute Internal Medicine,983
2324,All Attendances by Age and Gender,19 Female,330,Dermatology,14949
2324,All Attendances by Age and Gender,19 Female,340,Respiratory Medicine (Thoracic Medicine),3219
2324,All Attendances by Age and Gender,19 Female,350,Infectious Diseases,518
2324,All Attendances by Age and Gender,19 Female,352,Tropical Medicine,5
2324,All Attendances by Age and Gender,19 Female,360,Genitourinary Medicine,432
2324,All Attendances by Age and Gender,19 Female,361,Nephrology,1522
2324,All Attendances by Age and Gender,19 Female,370,Medical Oncology,740
2324,All Attendances by Age and Gender,19 Female,371,Nuclear Medicine,31
2324,All Attendances by Age and Gender,19 Female,400,Neurology,7889
2324,All Attendances by Age and Gender,19 Female,401,Clinical Neuro-physiology,767
2324,All Attendances by Age and Gender,19 Female,410,Rheumatology,3998
2324,All Attendances by Age and Gender,19 Female,420,Paediatrics,2747
2324,All Attendances by Age and Gender,19 Female,421,Paediatric Neurology,114
2324,All Attendances by Age and Gender,19 Female,430,Geriatric Medicine,304
2324,All Attendances by Age and Gender,19 Female,450,Dental Medicine Specialties,663
2324,All Attendances by Age and Gender,19 Female,451,Special Care Dentistry,49
2324,All Attendances by Age and Gender,19 Female,460,Medical Ophthalmology,87
2324,All Attendances by Age and Gender,19 Female,501,Obstetrics,31052
2324,All Attendances by Age and Gender,19 Female,502,Gynaecology,25681
2324,All Attendances by Age and Gender,19 Female,504,Community Sexual & Reproductive Health,8
2324,All Attendances by Age and Gender,19 Female,560,Midwife episode,40269
2324,All Attendances by Age and Gender,19 Female,600,General Medical Practice,365
2324,All Attendances by Age and Gender,19 Female,601,General Dental Practice,150
2324,All Attendances by Age and Gender,19 Female,700,Learning Disability (previously MH),606
2324,All Attendances by Age and Gender,19 Female,710,Adult Mental Illness,14265
2324,All Attendances by Age and Gender,19 Female,711,Child & Adolescent Psychiatry,3857
2324,All Attendances by Age and Gender,19 Female,712,Forensic Psychiatry,104
2324,All Attendances by Age and Gender,19 Female,713,Psychotherapy,215
2324,All Attendances by Age and Gender,19 Female,715,Old Age Psychiatry,66
2324,All Attendances by Age and Gender,19 Female,800,Clinical Oncology (previously Radiotherapy),681
2324,All Attendances by Age and Gender,19 Female,810,Radiology,15850
2324,All Attendances by Age and Gender,19 Female,820,General Pathology,50
2324,All Attendances by Age and Gender,19 Female,822,Chemical Pathology,112
2324,All Attendances by Age and Gender,19 Female,823,Haematology,410
2324,All Attendances by Age and Gender,19 Female,824,Histopathology,12
2324,All Attendances by Age and Gender,19 Female,830,Immunopathology,58
2324,All Attendances by Age and Gender,19 Female,831,Medical Microbiology & Virology,8
2324,All Attendances by Age and Gender,19 Female,833,Medical Microbiology (Microbiology & Bacteriology),1
2324,All Attendances by Age and Gender,19 Female,834,Medical Virology,44
2324,All Attendances by Age and Gender,19 Female,900,Community Medicine,389
2324,All Attendances by Age and Gender,19 Female,901,Occupational Medicine,27
2324,All Attendances by Age and Gender,19 Female,902,Community Health Services Dental,5
2324,All Attendances by Age and Gender,19 Female,950,Nursing episode,14811
2324,All Attendances by Age and Gender,19 Female,960,Allied Health Professional Episode,29199
2324,All Attendances by Age and Gender,19 Female,990,Joint Consultant Clinics (Retired 1 April 2004),11
2324,All Attendances by Age and Gender,19 Male,100,General Surgery,4774
2324,All Attendances by Age and Gender,19 Male,101,Urology,3944
2324,All Attendances by Age and Gender,19 Male,107,Vascular Surgery,15
2324,All Attendances by Age and Gender,19 Male,110,Trauma & Orthopaedics,27189
2324,All Attendances by Age and Gender,19 Male,120,"Ear, Nose & Throat (ENT)",7817
2324,All Attendances by Age and Gender,19 Male,130,Ophthalmology,8088
2324,All Attendances by Age and Gender,19 Male,140,Oral Surgery,2801
2324,All Attendances by Age and Gender,19 Male,141,Restorative Dentistry,1396
2324,All Attendances by Age and Gender,19 Male,142,Paediatric Dentistry,120
2324,All Attendances by Age and Gender,19 Male,143,Orthodontics,16088
2324,All Attendances by Age and Gender,19 Male,145,Oral & Maxillo Facial Surgery,2313
2324,All Attendances by Age and Gender,19 Male,146,Endodontics,59
2324,All Attendances by Age and Gender,19 Male,147,Periodontics,27
2324,All Attendances by Age and Gender,19 Male,148,Prosthodontics,3
2324,All Attendances by Age and Gender,19 Male,149,Surgical Dentistry,2
2324,All Attendances by Age and Gender,19 Male,150,Neurosurgery,881
2324,All Attendances by Age and Gender,19 Male,160,Plastic Surgery,4358
2324,All Attendances by Age and Gender,19 Male,170,Cardiothoracic Surgery,307
2324,All Attendances by Age and Gender,19 Male,171,Paediatric Surgery,123
2324,All Attendances by Age and Gender,19 Male,180,Accident & Emergency (A&E),843
2324,All Attendances by Age and Gender,19 Male,190,Anaesthetics,1646
2324,All Attendances by Age and Gender,19 Male,192,Critical Care Medicine,45
2324,All Attendances by Age and Gender,19 Male,300,General Medicine,7057
2324,All Attendances by Age and Gender,19 Male,301,Gastroenterology,5167
2324,All Attendances by Age and Gender,19 Male,302,Endocrinology,3042
2324,All Attendances by Age and Gender,19 Male,303,Clinical Haematology,3293
2324,All Attendances by Age and Gender,19 Male,304,Clinical Physiology,403
2324,All Attendances by Age and Gender,19 Male,305,Clinical Pharmacology,17
2324,All Attendances by Age and Gender,19 Male,310,Audiological Medicine,655
2324,All Attendances by Age and Gender,19 Male,311,Clinical Genetics,309
2324,All Attendances by Age and Gender,19 Male,313,Clinical Immunology & Allergy,720
2324,All Attendances by Age and Gender,19 Male,314,Rehabilitation,836
2324,All Attendances by Age and Gender,19 Male,315,Palliative Medicine,96
2324,All Attendances by Age and Gender,19 Male,317,Allergy,61
2324,All Attendances by Age and Gender,19 Male,320,Cardiology,4840
2324,All Attendances by Age and Gender,19 Male,321,Paediatric Cardiology,236
2324,All Attendances by Age and Gender,19 Male,325,Sports & Exercise Medicine,45
2324,All Attendances by Age and Gender,19 Male,326,Acute Internal Medicine,574
2324,All Attendances by Age and Gender,19 Male,330,Dermatology,10369
2324,All Attendances by Age and Gender,19 Male,340,Respiratory Medicine (Thoracic Medicine),2705
2324,All Attendances by Age and Gender,19 Male,350,Infectious Diseases,435
2324,All Attendances by Age and Gender,19 Male,360,Genitourinary Medicine,233
2324,All Attendances by Age and Gender,19 Male,361,Nephrology,1885
2324,All Attendances by Age and Gender,19 Male,370,Medical Oncology,978
2324,All Attendances by Age and Gender,19 Male,371,Nuclear Medicine,11
2324,All Attendances by Age and Gender,19 Male,400,Neurology,5200
2324,All Attendances by Age and Gender,19 Male,401,Clinical Neuro-physiology,548
2324,All Attendances by Age and Gender,19 Male,410,Rheumatology,1578
2324,All Attendances by Age and Gender,19 Male,420,Paediatrics,2290
2324,All Attendances by Age and Gender,19 Male,421,Paediatric Neurology,105
2324,All Attendances by Age and Gender,19 Male,430,Geriatric Medicine,152
2324,All Attendances by Age and Gender,19 Male,450,Dental Medicine Specialties,552
2324,All Attendances by Age and Gender,19 Male,451,Special Care Dentistry,80
2324,All Attendances by Age and Gender,19 Male,460,Medical Ophthalmology,69
2324,All Attendances by Age and Gender,19 Male,501,Obstetrics,35
2324,All Attendances by Age and Gender,19 Male,502,Gynaecology,162
2324,All Attendances by Age and Gender,19 Male,560,Midwife episode,14
2324,All Attendances by Age and Gender,19 Male,600,General Medical Practice,278
2324,All Attendances by Age and Gender,19 Male,601,General Dental Practice,113
2324,All Attendances by Age and Gender,19 Male,700,Learning Disability (previously MH),1214
2324,All Attendances by Age and Gender,19 Male,710,Adult Mental Illness,6858
2324,All Attendances by Age and Gender,19 Male,711,Child & Adolescent Psychiatry,2228
2324,All Attendances by Age and Gender,19 Male,712,Forensic Psychiatry,125
2324,All Attendances by Age and Gender,19 Male,713,Psychotherapy,65
2324,All Attendances by Age and Gender,19 Male,715,Old Age Psychiatry,55
2324,All Attendances by Age and Gender,19 Male,800,Clinical Oncology (previously Radiotherapy),640
2324,All Attendances by Age and Gender,19 Male,810,Radiology,8189
2324,All Attendances by Age and Gender,19 Male,820,General Pathology,25
2324,All Attendances by Age and Gender,19 Male,822,Chemical Pathology,66
2324,All Attendances by Age and Gender,19 Male,823,Haematology,321
2324,All Attendances by Age and Gender,19 Male,824,Histopathology,23
2324,All Attendances by Age and Gender,19 Male,830,Immunopathology,63
2324,All Attendances by Age and Gender,19 Male,831,Medical Microbiology & Virology,9
2324,All Attendances by Age and Gender,19 Male,833,Medical Microbiology (Microbiology & Bacteriology),5
2324,All Attendances by Age and Gender,19 Male,834,Medical Virology,39
2324,All Attendances by Age and Gender,19 Male,900,Community Medicine,428
2324,All Attendances by Age and Gender,19 Male,901,Occupational Medicine,138
2324,All Attendances by Age and Gender,19 Male,902,Community Health Services Dental,3
2324,All Attendances by Age and Gender,19 Male,950,Nursing episode,10145
2324,All Attendances by Age and Gender,19 Male,960,Allied Health Professional Episode,22857
2324,All Attendances by Age and Gender,19 Male,990,Joint Consultant Clinics (Retired 1 April 2004),5
2324,All Attendances by Age and Gender,20-24 All Genders,100,General Surgery,103603
2324,All Attendances by Age and Gender,20-24 All Genders,101,Urology,41156
2324,All Attendances by Age and Gender,20-24 All Genders,107,Vascular Surgery,291
2324,All Attendances by Age and Gender,20-24 All Genders,110,Trauma & Orthopaedics,225287
2324,All Attendances by Age and Gender,20-24 All Genders,120,"Ear, Nose & Throat (ENT)",86416
2324,All Attendances by Age and Gender,20-24 All Genders,130,Ophthalmology,100447
2324,All Attendances by Age and Gender,20-24 All Genders,140,Oral Surgery,37404
2324,All Attendances by Age and Gender,20-24 All Genders,141,Restorative Dentistry,14612
2324,All Attendances by Age and Gender,20-24 All Genders,142,Paediatric Dentistry,567
2324,All Attendances by Age and Gender,20-24 All Genders,143,Orthodontics,74474
2324,All Attendances by Age and Gender,20-24 All Genders,145,Oral & Maxillo Facial Surgery,27474
2324,All Attendances by Age and Gender,20-24 All Genders,146,Endodontics,992
2324,All Attendances by Age and Gender,20-24 All Genders,147,Periodontics,381
2324,All Attendances by Age and Gender,20-24 All Genders,148,Prosthodontics,121
2324,All Attendances by Age and Gender,20-24 All Genders,149,Surgical Dentistry,5
2324,All Attendances by Age and Gender,20-24 All Genders,150,Neurosurgery,8541
2324,All Attendances by Age and Gender,20-24 All Genders,160,Plastic Surgery,40155
2324,All Attendances by Age and Gender,20-24 All Genders,170,Cardiothoracic Surgery,2206
2324,All Attendances by Age and Gender,20-24 All Genders,171,Paediatric Surgery,279
2324,All Attendances by Age and Gender,20-24 All Genders,180,Accident & Emergency (A&E),10862
2324,All Attendances by Age and Gender,20-24 All Genders,190,Anaesthetics,29471
2324,All Attendances by Age and Gender,20-24 All Genders,192,Critical Care Medicine,280
2324,All Attendances by Age and Gender,20-24 All Genders,300,General Medicine,98569
2324,All Attendances by Age and Gender,20-24 All Genders,301,Gastroenterology,70644
2324,All Attendances by Age and Gender,20-24 All Genders,302,Endocrinology,41810
2324,All Attendances by Age and Gender,20-24 All Genders,303,Clinical Haematology,40474
2324,All Attendances by Age and Gender,20-24 All Genders,304,Clinical Physiology,5567
2324,All Attendances by Age and Gender,20-24 All Genders,305,Clinical Pharmacology,278
2324,All Attendances by Age and Gender,20-24 All Genders,310,Audiological Medicine,6681
2324,All Attendances by Age and Gender,20-24 All Genders,311,Clinical Genetics,4991
2324,All Attendances by Age and Gender,20-24 All Genders,313,Clinical Immunology & Allergy,7993
2324,All Attendances by Age and Gender,20-24 All Genders,314,Rehabilitation,7868
2324,All Attendances by Age and Gender,20-24 All Genders,315,Palliative Medicine,753
2324,All Attendances by Age and Gender,20-24 All Genders,317,Allergy,933
2324,All Attendances by Age and Gender,20-24 All Genders,320,Cardiology,62650
2324,All Attendances by Age and Gender,20-24 All Genders,321,Paediatric Cardiology,2206
2324,All Attendances by Age and Gender,20-24 All Genders,325,Sports & Exercise Medicine,610
2324,All Attendances by Age and Gender,20-24 All Genders,326,Acute Internal Medicine,9249
2324,All Attendances by Age and Gender,20-24 All Genders,330,Dermatology,138876
2324,All Attendances by Age and Gender,20-24 All Genders,340,Respiratory Medicine (Thoracic Medicine),36650
2324,All Attendances by Age and Gender,20-24 All Genders,350,Infectious Diseases,5591
2324,All Attendances by Age and Gender,20-24 All Genders,352,Tropical Medicine,17
2324,All Attendances by Age and Gender,20-24 All Genders,360,Genitourinary Medicine,3738
2324,All Attendances by Age and Gender,20-24 All Genders,361,Nephrology,20406
2324,All Attendances by Age and Gender,20-24 All Genders,370,Medical Oncology,9579
